CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PoliceStationID,latitude,longitude,CaseCategoryID,GravityOffenceID,CaseStatusID,CrimeType,BriefFacts
3426,100031025202603426,202603426,2025-11-22,1025,12.318334,76.628889,3,2,4,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹530402 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
3427,100181140202603427,202603427,2026-01-03,1140,14.787324,74.70318,1,1,2,Fraud/Cheating,The accused posed as a real estate agent and collected ₹855753 as advance for a site. Later it was found the documents were forged.
3428,100201153202603428,202603428,2024-03-20,1153,12.618542,77.373634,1,1,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹252844 and cash were stolen.
3429,100111097202603429,202603429,2024-10-02,1097,13.870786,75.571272,1,1,2,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹96747 to clear their name.
3430,100241179202603430,202603430,2025-11-08,1179,15.421461,75.722863,3,1,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹267579 and cash were stolen.
3431,100061058202603431,202603431,2025-09-01,1058,15.427719,75.19882,4,2,4,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹260663 and cash were stolen.
3432,100011007202603432,202603432,2025-05-11,1007,12.874477,77.538873,1,2,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3433,100041039202603433,202603433,2024-10-03,1039,12.989171,74.834901,1,2,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
3434,100071066202603434,202603434,2024-09-05,1066,17.352661,76.750265,1,1,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3435,100011014202603435,202603435,2026-03-08,1014,12.897884,77.509814,1,1,1,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
3436,100201156202603436,202603436,2025-05-14,1156,12.650289,77.320836,1,2,1,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹444555 to clear their name.
3437,100011015202603437,202603437,2026-02-25,1015,13.033388,77.620076,1,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹835933 as advance for a site. Later it was found the documents were forged.
3438,100011005202603438,202603438,2026-04-24,1005,12.943449,77.512531,1,2,2,Cybercrime,"Fraudster contacted the victim from +918833608204 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹35366 was debited from their SBI account."
3439,100061061202603439,202603439,2024-06-07,1061,15.435466,75.13963,1,2,4,Narcotics,"During a raid, police apprehended a suspect carrying 259 grams of MDMA intended for distribution among college students."
3440,100011003202603440,202603440,2024-06-25,1003,12.999911,77.613744,1,2,3,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3441,100011006202603441,202603441,2025-09-17,1006,12.916673,77.582504,4,1,2,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
3442,100261189202603442,202603442,2024-07-13,1189,16.267032,75.706514,1,1,1,Cybercrime,"Fraudster contacted the victim from +916304912982 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹21501 was debited from their SBI account."
3443,100141114202603443,202603443,2024-08-04,1114,12.444018,76.872114,1,1,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹295705 and cash were stolen.
3444,100161129202603444,202603444,2026-01-06,1129,11.898048,77.003832,1,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹131510 and cash were stolen.
3445,100061061202603445,202603445,2026-04-11,1061,15.425445,75.147867,1,2,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3446,100291215202603446,202603446,2026-02-14,1215,15.38074,76.227465,1,1,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3447,100071062202603447,202603447,2025-01-09,1062,17.421357,76.869388,1,1,2,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
3448,100171136202603448,202603448,2026-02-04,1136,13.398733,75.70706,3,1,1,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
3449,100031028202603449,202603449,2024-04-10,1028,12.332064,76.6625,1,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹262552 and cash were stolen.
3450,100191148202603450,202603450,2026-06-21,1148,12.844223,75.099938,1,2,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3451,100261193202603451,202603451,2024-10-23,1193,16.257662,75.642291,1,2,2,Narcotics,"During a raid, police apprehended a suspect carrying 431 grams of MDMA intended for distribution among college students."
3452,100031024202603452,202603452,2026-01-12,1024,12.232745,76.585963,1,1,4,Narcotics,"During a raid, police apprehended a suspect carrying 477 grams of MDMA intended for distribution among college students."
3453,100031027202603453,202603453,2024-05-02,1027,12.253279,76.729884,1,1,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3454,100051046202603454,202603454,2024-05-05,1046,15.761608,74.531473,1,2,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹434232 as advance for a site. Later it was found the documents were forged.
3455,100301216202603455,202603455,2026-02-08,1216,15.377453,75.057865,3,2,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3456,100061061202603456,202603456,2025-09-12,1061,15.417385,75.14005,1,2,1,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1006445 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
3457,100261195202603457,202603457,2025-05-20,1195,16.221145,75.676487,1,1,1,Narcotics,"During a raid, police apprehended a suspect carrying 283 grams of MDMA intended for distribution among college students."
3458,100121101202603458,202603458,2025-07-29,1101,13.324111,77.17525,3,1,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3459,100011002202603459,202603459,2025-06-29,1002,12.923145,77.54562,1,2,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹202524 and cash were stolen.
3460,100251183202603460,202603460,2025-09-30,1183,14.743756,75.498242,4,2,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3461,100011006202603461,202603461,2024-01-16,1006,12.908735,77.576889,1,1,3,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
3462,100241178202603462,202603462,2025-01-03,1178,15.513948,75.715583,1,2,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹160050 and cash were stolen.
3463,100281208202603463,202603463,2024-11-04,1208,16.861115,75.713048,1,1,1,Narcotics,"During a raid, police apprehended a suspect carrying 447 grams of MDMA intended for distribution among college students."
3464,100011013202603464,202603464,2026-03-28,1013,13.069197,77.564727,1,2,1,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
3465,100031029202603465,202603465,2024-08-03,1029,12.214828,76.701351,1,2,2,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
3466,100011014202603466,202603466,2026-02-12,1014,12.872962,77.506176,3,1,4,Narcotics,"During a raid, police apprehended a suspect carrying 211 grams of MDMA intended for distribution among college students."
3467,100011001202603467,202603467,2026-04-11,1001,12.985964,77.489232,3,2,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3468,100291212202603468,202603468,2024-02-10,1212,15.369542,76.114189,1,2,1,Cybercrime,"Fraudster contacted the victim from +919289233844 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹38386 was debited from their SBI account."
3469,100011001202603469,202603469,2024-03-10,1001,12.982517,77.489715,1,2,1,Cybercrime,"Fraudster contacted the victim from +918833608204 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹24959 was debited from their SBI account."
3470,100011007202603470,202603470,2024-04-07,1007,12.87573,77.532193,1,1,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹194219 and cash were stolen.
3471,100011010202603471,202603471,2026-06-10,1010,13.050076,77.47633,1,2,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3472,100061059202603472,202603472,2025-02-01,1059,15.316606,75.135969,1,1,1,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹170844 to clear their name.
3473,100011014202603473,202603473,2025-09-05,1014,12.881841,77.501914,1,2,4,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹339780 to clear their name.
3474,100031028202603474,202603474,2024-07-25,1028,12.332792,76.646342,1,2,2,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1643498 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
3475,100211164202603475,202603475,2025-12-22,1164,13.497459,77.71483,1,2,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹149030 and cash were stolen.
3476,100041043202603476,202603476,2026-05-11,1043,12.896129,74.813824,1,2,3,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3477,100251183202603477,202603477,2024-12-04,1183,14.733109,75.502934,1,1,4,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3478,100011008202603478,202603478,2024-09-06,1008,12.98313,77.598038,1,2,3,Cybercrime,"Fraudster contacted the victim from +917603828849 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹19734 was debited from their SBI account."
3479,100011009202603479,202603479,2024-05-11,1009,12.913938,77.621421,1,2,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹928758 as advance for a site. Later it was found the documents were forged.
3480,100011010202603480,202603480,2025-09-17,1010,13.042603,77.477502,1,2,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
3481,100031029202603481,202603481,2026-03-03,1029,12.246315,76.669467,4,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹100516 and cash were stolen.
3482,100011003202603482,202603482,2024-02-21,1003,13.031984,77.633978,1,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹123119 and cash were stolen.
3483,100061057202603483,202603483,2025-01-25,1057,15.357378,75.056549,1,1,1,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹527948 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
3484,100031025202603484,202603484,2025-07-05,1025,12.310373,76.619837,1,2,1,Cybercrime,"Fraudster contacted the victim from +918379074819 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹23291 was debited from their SBI account."
3485,100011004202603485,202603485,2025-05-11,1004,13.060409,77.493428,1,2,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹295621 and cash were stolen.
3486,100061059202603486,202603486,2025-12-27,1059,15.325911,75.16389,3,1,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹651166 as advance for a site. Later it was found the documents were forged.
3487,100101091202603487,202603487,2024-06-13,1091,14.461487,75.911787,1,2,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
3488,100011013202603488,202603488,2025-04-27,1013,13.081839,77.581406,1,1,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3489,100031031202603489,202603489,2026-04-14,1031,12.377496,76.682909,4,2,2,Fraud/Cheating,The accused posed as a real estate agent and collected ₹393065 as advance for a site. Later it was found the documents were forged.
3490,100011002202603490,202603490,2026-03-21,1002,12.917543,77.557639,1,1,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹299308 and cash were stolen.
3491,100281203202603491,202603491,2025-02-05,1203,16.840747,75.726925,3,2,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3492,100031024202603492,202603492,2024-12-24,1024,12.207411,76.586745,1,1,1,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹373299 to clear their name.
3493,100011007202603493,202603493,2025-10-19,1007,12.879559,77.538911,1,2,2,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
3494,100171132202603494,202603494,2024-11-28,1132,13.342435,75.859152,1,1,2,Fraud/Cheating,The accused posed as a real estate agent and collected ₹159818 as advance for a site. Later it was found the documents were forged.
3495,100051046202603495,202603495,2025-02-09,1046,15.758064,74.521874,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹200368 and cash were stolen.
3496,100261190202603496,202603496,2024-04-01,1190,16.224882,75.619256,3,2,2,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1660201 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
3497,100171132202603497,202603497,2026-03-03,1132,13.338646,75.83542,1,2,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
3498,100011004202603498,202603498,2025-12-16,1004,13.0442,77.507241,1,1,4,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹90516 and cash were stolen.
3499,100151123202603499,202603499,2024-11-22,1123,12.394077,75.908117,1,1,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹132628 and cash were stolen.
3500,100011011202603500,202603500,2024-04-13,1011,13.018264,77.629395,1,1,2,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹345585 to clear their name.
3501,100051044202603501,202603501,2024-02-21,1044,15.936269,74.518716,1,1,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹83710 and cash were stolen.
3502,100151124202603502,202603502,2025-01-14,1124,12.408404,75.699864,1,1,3,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
3503,100011014202603503,202603503,2025-09-27,1014,12.900727,77.516778,1,1,1,Cybercrime,"Fraudster contacted the victim from +918316259067 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹48782 was debited from their SBI account."
3504,100151121202603504,202603504,2026-04-09,1121,12.386701,75.872113,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹266801 and cash were stolen.
3505,100291213202603505,202603505,2026-04-03,1213,15.295359,76.18053,3,2,3,Cybercrime,"Fraudster contacted the victim from +917452066459 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹29166 was debited from their SBI account."
3506,100011001202603506,202603506,2024-10-11,1001,12.984828,77.493495,1,1,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
3507,100011004202603507,202603507,2025-06-01,1004,13.036892,77.512703,1,2,2,Kidnapping,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
3508,100011008202603508,202603508,2026-02-28,1008,13.013909,77.598016,1,2,4,Cybercrime,"Fraudster contacted the victim from +916090341465 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹34560 was debited from their SBI account."
3509,100011005202603509,202603509,2026-01-05,1005,12.955281,77.49197,3,2,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3510,100051044202603510,202603510,2025-04-20,1044,15.931323,74.496995,1,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹261480 and cash were stolen.
3511,100011005202603511,202603511,2026-04-28,1005,12.962848,77.495125,1,1,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹244436 and cash were stolen.
3512,100011015202603512,202603512,2026-05-23,1015,13.055713,77.621474,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹220809 and cash were stolen.
3513,100011014202603513,202603513,2025-01-29,1014,12.884567,77.526336,1,1,2,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹460734 to clear their name.
3514,100011007202603514,202603514,2024-04-03,1007,12.896573,77.548545,3,1,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3515,100011001202603515,202603515,2025-11-15,1001,12.995371,77.485045,1,2,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3516,100031027202603516,202603516,2024-07-12,1027,12.231467,76.711999,1,2,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹911442 as advance for a site. Later it was found the documents were forged.
3517,100301220202603517,202603517,2025-01-17,1220,15.466068,74.963909,3,2,2,Fraud/Cheating,The accused posed as a real estate agent and collected ₹726510 as advance for a site. Later it was found the documents were forged.
3518,100041036202603518,202603518,2025-01-12,1036,12.870344,74.948243,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹256139 and cash were stolen.
3519,100261191202603519,202603519,2025-07-04,1191,16.259269,75.798066,3,1,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹471236 as advance for a site. Later it was found the documents were forged.
3520,100101088202603520,202603520,2025-03-23,1088,14.429482,75.976192,1,1,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹790746 as advance for a site. Later it was found the documents were forged.
3521,100261191202603521,202603521,2024-02-06,1191,16.26006,75.805313,1,1,2,Cybercrime,"Fraudster contacted the victim from +917138409539 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹30830 was debited from their SBI account."
3522,100171137202603522,202603522,2024-02-17,1137,13.245187,75.662494,1,2,2,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
3523,100011003202603523,202603523,2026-05-08,1003,13.002072,77.614851,1,1,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹182288 and cash were stolen.
3524,100211160202603524,202603524,2026-04-06,1160,13.511592,77.757588,1,2,2,Fraud/Cheating,The accused posed as a real estate agent and collected ₹269801 as advance for a site. Later it was found the documents were forged.
3525,100011015202603525,202603525,2026-03-27,1015,13.058994,77.613039,3,2,2,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
3526,100011004202603526,202603526,2024-11-22,1004,13.038717,77.522068,3,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹119466 and cash were stolen.
3527,100111093202603527,202603527,2025-11-15,1093,14.002415,75.571054,1,1,3,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3528,100011001202603528,202603528,2024-01-19,1001,12.997126,77.486207,1,2,2,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹266752 to clear their name.
3529,100281208202603529,202603529,2026-03-21,1208,16.876985,75.719208,4,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹279954 and cash were stolen.
3530,100221165202603530,202603530,2025-07-15,1165,13.081564,78.063481,1,1,2,Narcotics,"During a raid, police apprehended a suspect carrying 343 grams of MDMA intended for distribution among college students."
3531,100011009202603531,202603531,2025-12-04,1009,12.91474,77.600837,1,2,3,Cybercrime,"Fraudster contacted the victim from +918962958940 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹8390 was debited from their SBI account."
3532,100011003202603532,202603532,2026-01-09,1003,13.034458,77.620946,1,2,1,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
3533,100231172202603533,202603533,2025-12-06,1172,16.841802,77.204224,1,1,2,Fraud/Cheating,The accused posed as a real estate agent and collected ₹736000 as advance for a site. Later it was found the documents were forged.
3534,100011010202603534,202603534,2024-04-01,1010,13.020399,77.498331,1,1,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3535,100121103202603535,202603535,2025-06-23,1103,13.441228,77.027149,1,1,3,Cybercrime,"Fraudster contacted the victim from +918526766690 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹26191 was debited from their SBI account."
3536,100171136202603536,202603536,2026-03-12,1136,13.43079,75.679729,1,2,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
3537,100011001202603537,202603537,2026-05-05,1001,12.981752,77.49696,1,2,4,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3538,100031024202603538,202603538,2024-09-19,1024,12.22537,76.579866,1,1,2,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
3539,100051050202603539,202603539,2026-02-05,1050,15.951943,74.56924,1,2,4,Fraud/Cheating,The accused posed as a real estate agent and collected ₹640723 as advance for a site. Later it was found the documents were forged.
3540,100011006202603540,202603540,2026-06-12,1006,12.907474,77.577395,1,2,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
3541,100011007202603541,202603541,2025-03-28,1007,12.87472,77.534436,4,1,4,Fraud/Cheating,The accused posed as a real estate agent and collected ₹234150 as advance for a site. Later it was found the documents were forged.
3542,100011012202603542,202603542,2024-07-27,1012,12.941788,77.536313,1,1,4,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹351469 to clear their name.
3543,100011007202603543,202603543,2024-08-15,1007,12.864642,77.526204,3,2,4,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹596916 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
3544,100011013202603544,202603544,2025-08-09,1013,13.060708,77.577695,1,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹58785 and cash were stolen.
3545,100031029202603545,202603545,2026-04-07,1029,12.234852,76.703534,1,2,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹120971 and cash were stolen.
3546,100031026202603546,202603546,2025-10-28,1026,12.269996,76.586294,1,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹74024 and cash were stolen.
3547,100011008202603547,202603547,2026-01-04,1008,13.004577,77.618741,1,2,1,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹156139 to clear their name.
3548,100061060202603548,202603548,2024-08-16,1060,15.405781,75.074031,1,1,2,Narcotics,"During a raid, police apprehended a suspect carrying 232 grams of MDMA intended for distribution among college students."
3549,100011008202603549,202603549,2024-11-08,1008,13.013649,77.617108,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹67897 and cash were stolen.
3550,100031033202603550,202603550,2024-08-04,1033,12.377717,76.705538,3,1,4,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
3551,100101088202603551,202603551,2024-11-19,1088,14.428494,75.963326,1,2,4,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
3552,100311225202603552,202603552,2025-01-22,1225,14.285736,76.382979,1,2,1,Cybercrime,"Fraudster contacted the victim from +918710566582 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹27374 was debited from their SBI account."
3553,100011012202603553,202603553,2025-04-18,1012,12.919926,77.527282,1,1,3,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹848296 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
3554,100251187202603554,202603554,2024-11-26,1187,14.844093,75.443516,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹208793 and cash were stolen.
3555,100181139202603555,202603555,2025-09-22,1139,14.830371,74.881176,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹99557 and cash were stolen.
3556,100231175202603556,202603556,2025-11-20,1175,16.85657,77.145601,1,2,1,Kidnapping,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
3557,100011008202603557,202603557,2025-02-27,1008,12.98555,77.594708,1,2,1,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
3558,100011005202603558,202603558,2024-05-03,1005,12.962403,77.520232,3,1,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
3559,100031030202603559,202603559,2025-01-05,1030,12.236581,76.612758,3,2,3,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3560,100091084202603560,202603560,2025-04-12,1084,16.136744,77.366928,1,2,2,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
3561,100031028202603561,202603561,2026-04-17,1028,12.317711,76.652188,1,2,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
3562,100011002202603562,202603562,2026-02-20,1002,12.913531,77.527532,1,2,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3563,100011004202603563,202603563,2024-12-05,1004,13.062076,77.52787,3,1,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3564,100151121202603564,202603564,2025-12-17,1121,12.412317,75.8902,1,2,4,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹275749 and cash were stolen.
3565,100011013202603565,202603565,2025-06-29,1013,13.074846,77.544762,3,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹292132 and cash were stolen.
3566,100281208202603566,202603566,2025-08-13,1208,16.866841,75.709638,3,2,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹127778 and cash were stolen.
3567,100011014202603567,202603567,2025-04-26,1014,12.886176,77.530768,3,2,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹221155 and cash were stolen.
3568,100011006202603568,202603568,2026-01-06,1006,12.911363,77.585739,4,1,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹503562 as advance for a site. Later it was found the documents were forged.
3569,100011011202603569,202603569,2025-06-15,1011,13.018351,77.63166,1,2,1,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
3570,100031024202603570,202603570,2025-03-22,1024,12.217491,76.594799,1,2,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3571,100011006202603571,202603571,2025-04-09,1006,12.900998,77.575869,1,2,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
3572,100011015202603572,202603572,2024-09-21,1015,13.042547,77.62669,1,2,3,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3573,100011001202603573,202603573,2025-08-13,1001,12.985073,77.496197,4,1,1,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
3574,100011014202603574,202603574,2024-05-16,1014,12.877908,77.515702,1,2,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹64577 and cash were stolen.
